question_1,question_2,cosine_similarity
洗濯をスタートする方法を教えて？,すすぎの設定を変更することは可能ですか？,0.5191468492852225
すすぎの設定を変更することは可能ですか？,水漏れしています。どうしたらよいですか？,0.5191450142369345
「排水できない」エラーが出ます,ドラムが動きません,0.5187192924294719
洗濯物が絡まります。どうしたらよいですか？,ドラムが動きません,0.5184948067539017
お急ぎコースはありますか？,最大容量は？,0.5180502784909351
乾燥だけで使用出来ますか？,洗濯の途中で一時停止できますか？,0.5174708111095601
洗濯だけする方法を教えて？,設定の初期化はできますか？,0.5171596429893743
手動で個別に設定する事は可能ですか？,ドアが開かないのですが,0.5171244083919841
おすすめのコースを教えて？,ジェット乾燥とは何ですか？,0.5167787138071198
チャイルドロックの設定をしたい,スチーム機能の使い方を教えて？,0.5167657757730076
おしゃれ着コースはありますか？,「水が出ない」エラーが出ます,0.5167429437867559
スチーム機能の使い方を教えて？,一時停止中にドアは開きますか？,0.5165999902752234
ナノイーXとは何ですか？,一時停止中にドアは開きますか？,0.5158723089659434
ふんわりキープとは何ですか？,ドアが完全に閉まりません,0.5153754849072495
ナノイーXとは何ですか？,ドラムが動きません,0.5147856027548008
運転終了時にアラームを鳴らさないようにできますか？,水漏れしています。どうしたらよいですか？,0.5145684618311714
脱水時間の変更は可能ですか？,お急ぎコースはありますか？,0.5144746891876847
洗濯ネットは必要ですか？,ドアが完全に閉まりません,0.5142781062083828
異音がします。どうしたらよいですか？,「わが家流」設定とは何ですか？,0.5141134959522626
洗濯をスタートする方法を教えて？,深夜に運転しても大丈夫？,0.5138901683411661
「洗い」だけ行いたいのですが,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5137678317957328
洗濯物に白い粉が残っています。　どうしたらよいですか？,お急ぎコースはありますか？,0.5137220127999893
手動で個別に設定する事は可能ですか？,おしゃれ着コースはありますか？,0.5134261117304494
チャイルドロックの設定をしたい,お急ぎコースはありますか？,0.5126644648522404
洗濯物が絡まります。どうしたらよいですか？,「水が出ない」エラーが出ます,0.5123864591263934
洗剤を手動で投入できますか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5116617001936506
洗剤を手動で投入できますか？,ドアが完全に閉まりません,0.5115857724099059
手動で個別に設定する事は可能ですか？,設定の初期化はできますか？,0.5113058296424061
異音がします。どうしたらよいですか？,お急ぎコースはありますか？,0.5110831233878993
一時停止中にドアは開きますか？,最大容量は？,0.5109104959239087
自動投入機能の使い方を教えて？,洗濯時間は何分ですか？,0.5107235694672417
洗剤を手動で投入できますか？,「排水できない」エラーが出ます,0.5107232183317455
脱水時間の変更は可能ですか？,最大容量は？,0.5104507854956919
ドラムが動きません,おすすめの洗剤・柔軟剤はありますか？,0.5101795476196747
脱水時間の変更は可能ですか？,毛布は洗えますか？,0.5100291598414606
ふんわりキープとは何ですか？,本体が熱くなります,0.5100160055776035
チャイルドロックの設定をしたい,自動投入機能の使い方を教えて？,0.5097397068787702
ドアが完全に閉まりません,設定の初期化はできますか？,0.509732806908551
毛布は洗えますか？,本体が熱くなります,0.5092921459778452
チャイルドロックの設定をしたい,ドアが完全に閉まりません,0.508747267544281
深夜に運転しても大丈夫？,おすすめの洗剤・柔軟剤はありますか？,0.5086945837504162
洗濯物が絡まります。どうしたらよいですか？,お急ぎコースはありますか？,0.5086793257567446
チャイルドロックの設定をしたい,最大容量は？,0.5086219421475459
「洗い」だけ行いたいのですが,外出先から洗濯を開始できますか？,0.5079418209241158
洗濯の途中で一時停止できますか？,本体がぐらつきます。どうしたら良いですか？,0.5078842233169899
2度洗いは出来ますか？,ドラムが動きません,0.5071159117861781
ジェット乾燥とは何ですか？,「洗い」だけ行いたいのですが,0.5068513443933806
おすすめのコースを教えて？,2度洗いは出来ますか？,0.5067538823471156
洗濯をスタートする方法を教えて？,おすすめの洗剤・柔軟剤はありますか？,0.5066457688277215
2度洗いは出来ますか？,おすすめの洗剤・柔軟剤はありますか？,0.5063691247223817
自動投入機能の使い方を教えて？,ドアが完全に閉まりません,0.5063616568253022
洗剤を手動で投入できますか？,深夜に運転しても大丈夫？,0.5063156343459929
2度洗いは出来ますか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5061044715554508
すすぎの設定を変更することは可能ですか？,ドラムが動きません,0.5060414869816763
洗濯ネットは必要ですか？,「排水できない」エラーが出ます,0.5054997152743579
おすすめのコースを教えて？,洗濯物が絡まります。どうしたらよいですか？,0.5053559394729925
洗濯の途中で一時停止できますか？,コースが表示されないのですが,0.5052191060452685
靴は洗えますか？,設定の初期化はできますか？,0.5051414360094375
ナノイーXとは何ですか？,「水が出ない」エラーが出ます,0.5050342833817879
2度洗いは出来ますか？,異音がします。どうしたらよいですか？,0.504594329049783
おすすめのコースを教えて？,ドアが開かないのですが,0.5045466043035767
一時停止中にドアは開きますか？,本体が熱くなります,0.5043971706347239
「わが家流」設定とは何ですか？,「水が出ない」エラーが出ます,0.5043004294644966
「洗い」だけ行いたいのですが,最大容量は？,0.5041059036035708
「洗い」だけ行いたいのですが,ドアが開かないのですが,0.5041047580453404
チャイルドロックの設定をしたい,本体がぐらつきます。どうしたら良いですか？,0.5038782249755671
運転終了時にアラームを鳴らさないようにできますか？,一時停止中にドアは開きますか？,0.5037056702627224
洗剤の種類によって設定は変わりますか？,本体が熱くなります,0.5036949898315839
洗濯をスタートする方法を教えて？,省エネモードはありますか？,0.5030876299406204
チャイルドロックの設定をしたい,「排水できない」エラーが出ます,0.5027816481749012
ドアが開かないのですが,洗濯の途中で一時停止できますか？,0.5021868389556807
脱水時間の変更は可能ですか？,コースが表示されないのですが,0.5019810050445688
自動投入機能の使い方を教えて？,おすすめの洗剤・柔軟剤はありますか？,0.5017540507182789
深夜に運転しても大丈夫？,洗濯物が絡まります。どうしたらよいですか？,0.5013661110665464
運転終了時にアラームを鳴らさないようにできますか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.501178120680035
お急ぎコースはありますか？,ドアが完全に閉まりません,0.5006957148675001
「わが家流」設定とは何ですか？,洗剤の種類によって設定は変わりますか？,0.5006715117692605
深夜に運転しても大丈夫？,本体がぐらつきます。どうしたら良いですか？,0.5005813826425358
「洗い」だけ行いたいのですが,一時停止中にドアは開きますか？,0.5005343965219883
「わが家流」設定とは何ですか？,本体がぐらつきます。どうしたら良いですか？,0.5002973256279367
本体がぐらつきます。どうしたら良いですか？,本体が熱くなります,0.4999744873359473
スチーム機能の使い方を教えて？,本体がぐらつきます。どうしたら良いですか？,0.49962492013637216
深夜に運転しても大丈夫？,異音がします。どうしたらよいですか？,0.49941672433554396
脱水時間の変更は可能ですか？,運転終了時にアラームを鳴らさないようにできますか？,0.499071003597763
ふんわりキープとは何ですか？,洗濯物が絡まります。どうしたらよいですか？,0.49893207307392873
「わが家流」設定とは何ですか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.4980830115536687
乾燥だけで使用出来ますか？,本体が熱くなります,0.4978339619285005
毛布は洗えますか？,省エネモードはありますか？,0.4977704082416047
「わが家流」設定とは何ですか？,予約機能の使い方をおしえて？,0.49738879114912293
毛布は洗えますか？,「水が出ない」エラーが出ます,0.4971696601131267
一時停止中にドアは開きますか？,洗濯時間は何分ですか？,0.4962394080951209
おすすめのコースを教えて？,外出先から洗濯を開始できますか？,0.4959488935492787
ドアが完全に閉まりません,「水が出ない」エラーが出ます,0.49530371161156883
運転終了時にアラームを鳴らさないようにできますか？,洗濯時間は何分ですか？,0.4951400742205534
水漏れしています。どうしたらよいですか？,本体が熱くなります,0.495119967363594
ナノイーXとは何ですか？,おすすめの洗剤・柔軟剤はありますか？,0.49505687549792854
洗剤を手動で投入できますか？,ドアが開かないのですが,0.4948096073070687
洗濯物に白い粉が残っています。　どうしたらよいですか？,本体が熱くなります,0.49478557997781725
外出先から洗濯を開始できますか？,洗濯物が絡まります。どうしたらよいですか？,0.49433237573456057
すすぎの設定を変更することは可能ですか？,本体がぐらつきます。どうしたら良いですか？,0.49427597812020896
自動投入機能の使い方を教えて？,洗濯物が絡まります。どうしたらよいですか？,0.49425049746066063
「わが家流」設定とは何ですか？,おすすめの洗剤・柔軟剤はありますか？,0.494226548209314
ジェット乾燥とは何ですか？,運転終了時にアラームを鳴らさないようにできますか？,0.4939250888937283
ドアが完全に閉まりません,本体がぐらつきます。どうしたら良いですか？,0.4938898210505072
2度洗いは出来ますか？,洗濯物が絡まります。どうしたらよいですか？,0.49366834410782945
すすぎの設定を変更することは可能ですか？,「排水できない」エラーが出ます,0.49272265097274837
洗濯時間は何分ですか？,設定の初期化はできますか？,0.4923969360096946
スチーム機能の使い方を教えて？,設定の初期化はできますか？,0.49209903196545607
2度洗いは出来ますか？,洗濯の途中で一時停止できますか？,0.4919753544496319
自動投入機能の使い方を教えて？,洗剤を手動で投入できますか？,0.4919669611157634
ナノイーXとは何ですか？,「わが家流」設定とは何ですか？,0.4917775073946823
洗濯をスタートする方法を教えて？,「水が出ない」エラーが出ます,0.49173783373533464
省エネモードはありますか？,水漏れしています。どうしたらよいですか？,0.49160033938972303
ジェット乾燥とは何ですか？,洗濯物が絡まります。どうしたらよいですか？,0.4914280196798694
ふんわりキープとは何ですか？,洗濯の途中で一時停止できますか？,0.49141118785940197
洗剤を手動で投入できますか？,スチーム機能の使い方を教えて？,0.4912971548753253
洗濯の途中で一時停止できますか？,「水が出ない」エラーが出ます,0.4910663805216139
深夜に運転しても大丈夫？,ドラムが動きません,0.4910066203573725
毛布は洗えますか？,水漏れしています。どうしたらよいですか？,0.49096529942733447
「水が出ない」エラーが出ます,洗濯時間は何分ですか？,0.4905987367310483
チャイルドロックの設定をしたい,洗濯ネットは必要ですか？,0.490307907257274
一時停止中にドアは開きますか？,お急ぎコースはありますか？,0.490103039599156
ジェット乾燥とは何ですか？,洗濯の途中で一時停止できますか？,0.48955304349709694
「洗い」だけ行いたいのですが,お急ぎコースはありますか？,0.48938777542168266
乾燥だけで使用出来ますか？,「わが家流」設定とは何ですか？,0.488675657576093
異音がします。どうしたらよいですか？,本体が熱くなります,0.488623822266506
手動で個別に設定する事は可能ですか？,スチーム機能の使い方を教えて？,0.48838628893634495
洗濯の途中で一時停止できますか？,靴は洗えますか？,0.4883693675825297
外出先から洗濯を開始できますか？,本体が熱くなります,0.4883419283607581
一時停止中にドアは開きますか？,おしゃれ着コースはありますか？,0.4874808368038723
洗濯物に白い粉が残っています。　どうしたらよいですか？,おすすめの洗剤・柔軟剤はありますか？,0.4872780781262195
2度洗いは出来ますか？,最大容量は？,0.4870607795327315
羽毛布団は洗えますか？,「わが家流」設定とは何ですか？,0.48684046389029617
おすすめのコースを教えて？,設定の初期化はできますか？,0.48664710132355626
洗濯をスタートする方法を教えて？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.4866329278532022
スチーム機能の使い方を教えて？,最大容量は？,0.48575605157978446
「洗い」だけ行いたいのですが,設定の初期化はできますか？,0.48541970303112214
ふんわりキープとは何ですか？,「洗い」だけ行いたいのですが,0.4853414886873962
毛布は洗えますか？,「わが家流」設定とは何ですか？,0.4850291704013797
洗濯ネットは必要ですか？,「水が出ない」エラーが出ます,0.48501333565799704
スチーム機能の使い方を教えて？,洗濯時間は何分ですか？,0.4844560961115255
チャイルドロックの設定をしたい,異音がします。どうしたらよいですか？,0.4833388892595072
洗濯をスタートする方法を教えて？,チャイルドロックの設定をしたい,0.48333627408809215
手動で個別に設定する事は可能ですか？,深夜に運転しても大丈夫？,0.4831579789560832
ナノイーXとは何ですか？,脱水時間の変更は可能ですか？,0.4829954738970406
手動で個別に設定する事は可能ですか？,省エネモードはありますか？,0.48297340679027123
「洗い」だけ行いたいのですが,深夜に運転しても大丈夫？,0.48295477251307756
一時停止中にドアは開きますか？,「わが家流」設定とは何ですか？,0.4827516402386827
ふんわりキープとは何ですか？,「水が出ない」エラーが出ます,0.48209447524786164
脱水時間の変更は可能ですか？,おすすめの洗剤・柔軟剤はありますか？,0.48200200510479657
運転終了時にアラームを鳴らさないようにできますか？,洗濯物が絡まります。どうしたらよいですか？,0.4820008585393277
ふんわりキープとは何ですか？,省エネモードはありますか？,0.48183652219215023
省エネモードはありますか？,コースが表示されないのですが,0.4813128014039557
自動投入機能の使い方を教えて？,運転終了時にアラームを鳴らさないようにできますか？,0.4810919201088018
洗濯をスタートする方法を教えて？,脱水時間の変更は可能ですか？,0.4809644365254654
運転終了時にアラームを鳴らさないようにできますか？,本体がぐらつきます。どうしたら良いですか？,0.480504499985155
チャイルドロックの設定をしたい,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.48031329417824575
「洗い」だけ行いたいのですが,省エネモードはありますか？,0.48023836035230605
おしゃれ着コースはありますか？,「わが家流」設定とは何ですか？,0.4794460866447495
洗濯の途中で一時停止できますか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.4793838026873583
脱水時間の変更は可能ですか？,ドラムが動きません,0.47932419302656604
洗剤の種類によって設定は変わりますか？,「水が出ない」エラーが出ます,0.4792759913732664
深夜に運転しても大丈夫？,「排水できない」エラーが出ます,0.47893818374951047
洗濯だけする方法を教えて？,「わが家流」設定とは何ですか？,0.47882471810151017
チャイルドロックの設定をしたい,一時停止中にドアは開きますか？,0.4788029157116568
洗濯をスタートする方法を教えて？,洗濯物が絡まります。どうしたらよいですか？,0.4787375288043655
おすすめのコースを教えて？,ドラムが動きません,0.47847812043073623
チャイルドロックの設定をしたい,水漏れしています。どうしたらよいですか？,0.4780698636062177
脱水時間の変更は可能ですか？,おしゃれ着コースはありますか？,0.4780055647960574
脱水時間の変更は可能ですか？,ドアが完全に閉まりません,0.4778315619861609
洗濯をスタートする方法を教えて？,手動で個別に設定する事は可能ですか？,0.4778239657772611
「排水できない」エラーが出ます,洗濯時間は何分ですか？,0.4777679468426327
スチーム機能の使い方を教えて？,「洗い」だけ行いたいのですが,0.4776869681490613
チャイルドロックの設定をしたい,省エネモードはありますか？,0.47752784278825466
すすぎの設定を変更することは可能ですか？,ドアが完全に閉まりません,0.47736859820069505
省エネモードはありますか？,本体がぐらつきます。どうしたら良いですか？,0.4773327450648825
洗濯をスタートする方法を教えて？,異音がします。どうしたらよいですか？,0.47724631997841377
洗濯をスタートする方法を教えて？,設定の初期化はできますか？,0.4772273370898844
ジェット乾燥とは何ですか？,「水が出ない」エラーが出ます,0.4767899716893148
羽毛布団は洗えますか？,設定の初期化はできますか？,0.4764319462440715
おすすめのコースを教えて？,チャイルドロックの設定をしたい,0.4763298417214163
脱水時間の変更は可能ですか？,洗濯ネットは必要ですか？,0.4759375047060246
一時停止中にドアは開きますか？,省エネモードはありますか？,0.47586634909367853
脱水時間の変更は可能ですか？,外出先から洗濯を開始できますか？,0.47584928462167836
手動で個別に設定する事は可能ですか？,ドアが完全に閉まりません,0.47542797412311744
洗剤を手動で投入できますか？,洗濯ネットは必要ですか？,0.474017100831498
「洗い」だけ行いたいのですが,運転終了時にアラームを鳴らさないようにできますか？,0.47391762474498256
洗剤を手動で投入できますか？,水漏れしています。どうしたらよいですか？,0.47364670105232687
洗濯ネットは必要ですか？,洗濯物が絡まります。どうしたらよいですか？,0.4736065028549217
運転終了時にアラームを鳴らさないようにできますか？,最大容量は？,0.47357634057120873
スチーム機能の使い方を教えて？,脱水時間の変更は可能ですか？,0.47259522114199626
「洗い」だけ行いたいのですが,洗濯時間は何分ですか？,0.47242677673343497
スチーム機能の使い方を教えて？,おすすめの洗剤・柔軟剤はありますか？,0.47239174089361335
省エネモードはありますか？,予約機能の使い方をおしえて？,0.47227798233929863
おすすめのコースを教えて？,洗剤を手動で投入できますか？,0.47221773192924377
「水が出ない」エラーが出ます,本体が熱くなります,0.4715525572195754
2度洗いは出来ますか？,ドアが完全に閉まりません,0.47102750676662963
2度洗いは出来ますか？,水漏れしています。どうしたらよいですか？,0.47089041480758986
水漏れしています。どうしたらよいですか？,設定の初期化はできますか？,0.4708791113850169
深夜に運転しても大丈夫？,洗濯時間は何分ですか？,0.47060757569888756
洗剤を手動で投入できますか？,最大容量は？,0.4705790528962311
運転終了時にアラームを鳴らさないようにできますか？,洗濯ネットは必要ですか？,0.4705101122150123
洗濯だけする方法を教えて？,「水が出ない」エラーが出ます,0.4699934350443664
洗濯をスタートする方法を教えて？,洗剤を手動で投入できますか？,0.46980096094900514
洗濯物が絡まります。どうしたらよいですか？,設定の初期化はできますか？,0.4695428181534541
洗濯だけする方法を教えて？,本体が熱くなります,0.46931898025213514
洗剤の種類によって設定は変わりますか？,「排水できない」エラーが出ます,0.4687799167282336
洗濯時間は何分ですか？,本体が熱くなります,0.4686834578018543
洗濯の途中で一時停止できますか？,洗濯物が絡まります。どうしたらよいですか？,0.468654373166815
本体がぐらつきます。どうしたら良いですか？,おすすめの洗剤・柔軟剤はありますか？,0.46835242893922274
おすすめのコースを教えて？,洗濯の途中で一時停止できますか？,0.46816142950859013
ナノイーXとは何ですか？,設定の初期化はできますか？,0.46755310857951426
洗剤を手動で投入できますか？,洗濯時間は何分ですか？,0.46739281294111934
洗濯の途中で一時停止できますか？,水漏れしています。どうしたらよいですか？,0.4673646308745563
洗剤を手動で投入できますか？,ジェット乾燥とは何ですか？,0.4671478455782545
チャイルドロックの設定をしたい,「水が出ない」エラーが出ます,0.46697749140192607
洗濯ネットは必要ですか？,設定の初期化はできますか？,0.4665983737223494
お急ぎコースはありますか？,「水が出ない」エラーが出ます,0.4662292628756102
スチーム機能の使い方を教えて？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.4662053593902483
2度洗いは出来ますか？,「わが家流」設定とは何ですか？,0.4661042536721455
省エネモードはありますか？,靴は洗えますか？,0.46601888680932363
洗濯物が絡まります。どうしたらよいですか？,「排水できない」エラーが出ます,0.4659502996852197
洗剤を手動で投入できますか？,本体がぐらつきます。どうしたら良いですか？,0.4658912568654856
手動で個別に設定する事は可能ですか？,ドラムが動きません,0.4657749420345399
手動で個別に設定する事は可能ですか？,洗濯ネットは必要ですか？,0.4650852962330862
「洗い」だけ行いたいのですが,洗濯ネットは必要ですか？,0.4647998213460426
洗濯だけする方法を教えて？,洗濯の途中で一時停止できますか？,0.46468900030562343
洗剤を手動で投入できますか？,「洗い」だけ行いたいのですが,0.46424180520755853
自動投入機能の使い方を教えて？,設定の初期化はできますか？,0.4629836702444699
2度洗いは出来ますか？,脱水時間の変更は可能ですか？,0.4622940821270062
「洗い」だけ行いたいのですが,水漏れしています。どうしたらよいですか？,0.4617998497643747
洗濯の途中で一時停止できますか？,深夜に運転しても大丈夫？,0.4617562058713417
お急ぎコースはありますか？,本体が熱くなります,0.4615131256688553
省エネモードはありますか？,異音がします。どうしたらよいですか？,0.4603236345576398
洗濯の途中で一時停止できますか？,洗剤の種類によって設定は変わりますか？,0.4602544424557792
自動投入機能の使い方を教えて？,「排水できない」エラーが出ます,0.4600363873948228
「洗い」だけ行いたいのですが,異音がします。どうしたらよいですか？,0.4594663050855335
ジェット乾燥とは何ですか？,省エネモードはありますか？,0.4594346051211199
おすすめのコースを教えて？,ドアが完全に閉まりません,0.4593742217862672
2度洗いは出来ますか？,本体が熱くなります,0.4588102253129021
おすすめのコースを教えて？,「わが家流」設定とは何ですか？,0.45849497634469644
洗濯の途中で一時停止できますか？,洗濯時間は何分ですか？,0.45838706509770194
手動で個別に設定する事は可能ですか？,洗濯の途中で一時停止できますか？,0.4574020851098175
洗濯の途中で一時停止できますか？,予約機能の使い方をおしえて？,0.4573847253873643
運転終了時にアラームを鳴らさないようにできますか？,省エネモードはありますか？,0.45676656942701044
洗剤を手動で投入できますか？,おすすめの洗剤・柔軟剤はありますか？,0.4566301169216199
チャイルドロックの設定をしたい,洗濯時間は何分ですか？,0.4557294818981203
スチーム機能の使い方を教えて？,異音がします。どうしたらよいですか？,0.4553879440019107
ナノイーXとは何ですか？,洗濯の途中で一時停止できますか？,0.4551053788929198
チャイルドロックの設定をしたい,脱水時間の変更は可能ですか？,0.4550219329253995
省エネモードはありますか？,おしゃれ着コースはありますか？,0.45444762571843783
手動で個別に設定する事は可能ですか？,本体が熱くなります,0.45426266485750144
運転終了時にアラームを鳴らさないようにできますか？,異音がします。どうしたらよいですか？,0.453806538047959
おすすめのコースを教えて？,深夜に運転しても大丈夫？,0.45290398954433464
洗剤を手動で投入できますか？,脱水時間の変更は可能ですか？,0.4528817893514717
洗濯をスタートする方法を教えて？,「洗い」だけ行いたいのですが,0.4526497386772388
最大容量は？,設定の初期化はできますか？,0.45226467162391043
外出先から洗濯を開始できますか？,省エネモードはありますか？,0.45095652497866257
脱水時間の変更は可能ですか？,洗濯物が絡まります。どうしたらよいですか？,0.45069151073798264
本体がぐらつきます。どうしたら良いですか？,設定の初期化はできますか？,0.4483991768069087
深夜に運転しても大丈夫？,水漏れしています。どうしたらよいですか？,0.44821910701248646
洗濯の途中で一時停止できますか？,おすすめの洗剤・柔軟剤はありますか？,0.44821427600524644
洗濯の途中で一時停止できますか？,異音がします。どうしたらよいですか？,0.4479938707326213
スチーム機能の使い方を教えて？,水漏れしています。どうしたらよいですか？,0.4478027341443921
「洗い」だけ行いたいのですが,「わが家流」設定とは何ですか？,0.44685160401870827
洗濯をスタートする方法を教えて？,「わが家流」設定とは何ですか？,0.44636858554547154
すすぎの設定を変更することは可能ですか？,洗濯の途中で一時停止できますか？,0.44588007521176753
最大容量は？,本体が熱くなります,0.44518727200391767
洗濯の途中で一時停止できますか？,毛布は洗えますか？,0.44486038957498725
「洗い」だけ行いたいのですが,「水が出ない」エラーが出ます,0.4429865735325431
洗濯ネットは必要ですか？,本体が熱くなります,0.44294920012344163
スチーム機能の使い方を教えて？,省エネモードはありますか？,0.4422867008574217
「水が出ない」エラーが出ます,予約機能の使い方をおしえて？,0.441499122060273
自動投入機能の使い方を教えて？,省エネモードはありますか？,0.4413883785916566
すすぎの設定を変更することは可能ですか？,本体が熱くなります,0.44134104761576
脱水時間の変更は可能ですか？,設定の初期化はできますか？,0.4409133726843425
「排水できない」エラーが出ます,おすすめの洗剤・柔軟剤はありますか？,0.43991304663002934
予約機能の使い方をおしえて？,本体が熱くなります,0.43913698715847865
「排水できない」エラーが出ます,設定の初期化はできますか？,0.43912414312686443
乾燥だけで使用出来ますか？,省エネモードはありますか？,0.4378682464033431
「排水できない」エラーが出ます,本体が熱くなります,0.43636077406896656
一時停止中にドアは開きますか？,設定の初期化はできますか？,0.43623196581804907
洗剤を手動で投入できますか？,異音がします。どうしたらよいですか？,0.4351487905811554
洗剤を手動で投入できますか？,洗濯物が絡まります。どうしたらよいですか？,0.43434204378963537
洗剤を手動で投入できますか？,一時停止中にドアは開きますか？,0.4335884686010719
手動で個別に設定する事は可能ですか？,洗濯物が絡まります。どうしたらよいですか？,0.433244259761114
スチーム機能の使い方を教えて？,「水が出ない」エラーが出ます,0.43277323933574485
洗濯をスタートする方法を教えて？,ドアが完全に閉まりません,0.43217635965756673
洗濯の途中で一時停止できますか？,ドアが完全に閉まりません,0.4321709892860959
設定の初期化はできますか？,本体が熱くなります,0.4305727665768829
深夜に運転しても大丈夫？,本体が熱くなります,0.4302962019182157
洗濯をスタートする方法を教えて？,最大容量は？,0.4302188011698201
「わが家流」設定とは何ですか？,洗濯時間は何分ですか？,0.42957747518490985
チャイルドロックの設定をしたい,洗濯物が絡まります。どうしたらよいですか？,0.4276337836595524
「洗い」だけ行いたいのですが,ドアが完全に閉まりません,0.42763008279377945
ナノイーXとは何ですか？,本体が熱くなります,0.4276030654531348
おすすめのコースを教えて？,洗濯ネットは必要ですか？,0.42711700686699827
洗剤を手動で投入できますか？,「わが家流」設定とは何ですか？,0.42685430250633005
脱水時間の変更は可能ですか？,洗濯の途中で一時停止できますか？,0.42613881460572767
「水が出ない」エラーが出ます,最大容量は？,0.4255928671435233
すすぎの設定を変更することは可能ですか？,「水が出ない」エラーが出ます,0.424572386492836
洗濯物に白い粉が残っています。　どうしたらよいですか？,設定の初期化はできますか？,0.4241193950917486
ドアが開かないのですが,省エネモードはありますか？,0.42384624065578413
「排水できない」エラーが出ます,最大容量は？,0.423566348264652
脱水時間の変更は可能ですか？,深夜に運転しても大丈夫？,0.423471192424235
洗濯の途中で一時停止できますか？,おしゃれ着コースはありますか？,0.42319619673603626
スチーム機能の使い方を教えて？,ドアが完全に閉まりません,0.4230670035514913
チャイルドロックの設定をしたい,「わが家流」設定とは何ですか？,0.42258422719896294
「洗い」だけ行いたいのですが,洗濯物が絡まります。どうしたらよいですか？,0.4224405615131557
2度洗いは出来ますか？,運転終了時にアラームを鳴らさないようにできますか？,0.42231358280381526
おすすめのコースを教えて？,本体が熱くなります,0.4221730664654694
省エネモードはありますか？,お急ぎコースはありますか？,0.4219961248502838
運転終了時にアラームを鳴らさないようにできますか？,本体が熱くなります,0.42141612034738013
自動投入機能の使い方を教えて？,「水が出ない」エラーが出ます,0.4188844432270455
省エネモードはありますか？,おすすめの洗剤・柔軟剤はありますか？,0.4165016900964377
省エネモードはありますか？,深夜に運転しても大丈夫？,0.41570963365752944
省エネモードはありますか？,ドラムが動きません,0.4149966120758657
2度洗いは出来ますか？,設定の初期化はできますか？,0.4147021181364298
「洗い」だけ行いたいのですが,ドラムが動きません,0.41391085343831596
2度洗いは出来ますか？,省エネモードはありますか？,0.41310402352592834
ふんわりキープとは何ですか？,「わが家流」設定とは何ですか？,0.4129044045827326
洗剤を手動で投入できますか？,省エネモードはありますか？,0.4128719247886307
洗濯ネットは必要ですか？,「わが家流」設定とは何ですか？,0.41255359653422763
省エネモードはありますか？,ドアが完全に閉まりません,0.4124318409452554
「洗い」だけ行いたいのですが,洗濯の途中で一時停止できますか？,0.41079697628627077
運転終了時にアラームを鳴らさないようにできますか？,「水が出ない」エラーが出ます,0.41042478680919325
運転終了時にアラームを鳴らさないようにできますか？,洗濯の途中で一時停止できますか？,0.410361647016617
洗剤を手動で投入できますか？,2度洗いは出来ますか？,0.41019253337748024
チャイルドロックの設定をしたい,本体が熱くなります,0.40975011890820706
すすぎの設定を変更することは可能ですか？,省エネモードはありますか？,0.4078030379715306
異音がします。どうしたらよいですか？,設定の初期化はできますか？,0.4070263275155561
「わが家流」設定とは何ですか？,コースが表示されないのですが,0.40479071163885094
自動投入機能の使い方を教えて？,本体が熱くなります,0.4039678517286778
省エネモードはありますか？,洗剤の種類によって設定は変わりますか？,0.4029475046028349
洗濯の途中で一時停止できますか？,洗濯ネットは必要ですか？,0.40108441790085453
自動投入機能の使い方を教えて？,「わが家流」設定とは何ですか？,0.4000761932494187
洗剤を手動で投入できますか？,洗濯の途中で一時停止できますか？,0.3999531429795833
スチーム機能の使い方を教えて？,洗濯物が絡まります。どうしたらよいですか？,0.399429380283138
省エネモードはありますか？,設定の初期化はできますか？,0.3993525407816842
「わが家流」設定とは何ですか？,設定の初期化はできますか？,0.3987700382352789
運転終了時にアラームを鳴らさないようにできますか？,「わが家流」設定とは何ですか？,0.3963663609759587
省エネモードはありますか？,洗濯時間は何分ですか？,0.3954991936962884
洗濯物が絡まります。どうしたらよいですか？,「わが家流」設定とは何ですか？,0.3935715863387985
自動投入機能の使い方を教えて？,洗濯の途中で一時停止できますか？,0.39315665783457726
深夜に運転しても大丈夫？,「水が出ない」エラーが出ます,0.39172205209311073
「水が出ない」エラーが出ます,おすすめの洗剤・柔軟剤はありますか？,0.3915315481166835
「わが家流」設定とは何ですか？,お急ぎコースはありますか？,0.3907269433113255
「わが家流」設定とは何ですか？,靴は洗えますか？,0.3891732096459249
スチーム機能の使い方を教えて？,本体が熱くなります,0.3868451248108067
洗濯ネットは必要ですか？,省エネモードはありますか？,0.38662261848304236
洗剤を手動で投入できますか？,本体が熱くなります,0.3863020971582905
ドアが開かないのですが,「わが家流」設定とは何ですか？,0.3861155088195216
洗濯の途中で一時停止できますか？,本体が熱くなります,0.38496245098663334
脱水時間の変更は可能ですか？,本体が熱くなります,0.3839276393533523
